,Vmag,Plx,e_Plx,B-V,SpType
58020, 8.23,  10.21,  0.97, 0.452,F5V
58021, 8.20,  27.01,  1.29, 0.710,G0
58022, 8.80,   9.21,  1.15, 0.620,F6IV
58023, 7.82,   9.48,  1.28, 0.439,F5
58024, 9.34,  11.05,  1.78, 0.719,G5
58025, 9.27,  14.30,  1.32, 0.665,K0
58026, 8.41,   3.02,  1.05, 0.962,K0
58027, 8.43,  27.44,  1.43, 0.760,G5
58028, 9.02,   6.29,  1.19, 0.418,F
58029,11.16,  -0.61,  2.40, 0.220,A3
58030, 9.01,   1.30,  1.28, 0.035,A0V
58031, 8.84,  -0.29,  1.33, 1.032,G8III
58032, 8.86,   5.39,  3.30, 0.697,G2V
58033, 8.80,  19.59,  1.05, 0.736,G5
58034, 7.32,  13.91,  0.87, 0.950,K0IVw...
58035, 8.27,   5.01,  1.03, 0.287,A3
58036, 5.26,  11.06,  0.71, 0.883,G8III
58037, 9.83,  25.69,  1.63, 1.020,K2
58038,10.66,  11.09,  1.80, 1.124,K5V
58039, 6.38,  23.09,  0.59, 0.406,F2IV
58040, 9.41,   2.92,  1.00, 0.152,B8/B9V
58041, 8.38,  -0.10,  0.79, 0.482,F0Ib-II
58042, 8.25,   4.48,  1.11, 1.063,G8III/IV
58043, 8.05,   6.14,  0.99, 0.490,F3/F5V
58044, 7.77,   6.34,  1.59, 0.358,F2III/IV
58045, 8.69,   1.40,  1.12, 1.022,K0III
58046, 7.43,   2.94,  0.97, 1.257,K1/K2III
58047, 7.60,  16.02,  0.90, 0.690,G5
58048, 8.89,   6.75,  1.08, 0.461,F5
58049, 9.03,   3.48,  0.84, 0.083,B9.5V
58050, 8.40,   2.76,  1.10, 1.070,K0
58051, 7.89,   2.85,  0.78, 1.352,K2III
58052, 8.87,  13.16,  1.29, 0.525,F8
58053,10.49,  34.85,  2.01, 1.361,M0V
58054, 8.74,   2.30,  1.14, 0.919,K1III+...
58055, 9.45,   7.32,  2.06, 0.530,F6V
58056, 9.32,   1.52,  1.42, 1.090,K0III
58057, 5.89,   1.27,  0.56, 0.210,A3Ib
58058, 8.92,   4.57,  0.83, 1.307,K2/K3III
58059, 8.36,   6.35,  1.01, 0.425,F2
58060, 6.70,  32.33,  1.44, 0.646,G5V
58061,10.44,   0.79,  1.27, 1.500,M5e
58062, 8.53,   0.56,  1.08, 1.198,K0
58063, 8.41,   5.98,  1.12, 0.464,F5IV
58064, 5.58,  19.45,  0.73, 0.937,K0III:
58065, 8.30,  -0.09,  1.08, 1.558,K5
58066, 6.54,   4.07,  1.24, 0.117,A3Vn
58067, 7.74,   8.68,  1.36, 0.220,A0
58068,11.47,  35.78,  3.22, 1.419,M2:
58069, 8.19,  10.18,  0.78, 0.449,F5
58070, 9.16,   6.32,  1.58, 0.819,G0
58071, 7.03,   3.18,  0.98, 0.015,A1spe...
58072, 8.87,   0.37,  1.23, 1.256,K2III
58073, 6.47,   5.54,  0.83, 1.581,M3III
58074,10.08,   1.92,  1.46, 1.287,K3III
58075, 8.40,  24.18,  0.84, 0.693,G3V
58076, 9.31,   7.93,  0.89, 0.734,G5
58077, 9.14,   7.66,  1.21, 0.504,F6V
58078, 8.19,   4.00,  0.93, 1.106,K0
58079, 9.37,  12.95,  1.24, 0.650,G3V
58080, 9.06,   0.84,  2.29, 0.155,A0IV
58081, 8.59,   2.17,  0.86, 0.290,A1V
58082, 7.99,   1.04,  0.74,-0.033,B2V
58083, 7.03,   4.73,  0.94, 0.990,K0IIICN...
58084, 8.52,   8.11,  1.34, 0.875,F5
58085, 7.35,   8.37,  1.63, 0.300,A5V
58086, 8.77,  13.12,  1.17, 0.617,G0
58087, 7.16,  12.59,  0.91, 0.402,F2
58088, 8.25,   3.42,  0.84, 1.137,K0III
58089, 6.97,   5.31,  0.82, 1.223,K1III
58090, 9.43,   3.34,  1.22, 0.363,F0
58091, 7.22,   8.28,  0.92, 0.282,A2
58092, 8.93,   4.47,  1.02, 0.508,F3V
58093, 9.42,   0.60,  1.23, 0.844,K0
58094, 8.71,   4.26,  1.18, 0.350,F5
58095, 7.82,   1.51,  1.09, 1.520,K3III
58096, 8.97,   7.28,  1.14, 0.408,F2
58097, 8.43,   5.62,  0.97, 0.304,A3
58098, 7.66,   3.41,  1.09, 1.109,K0III
58099,10.17,   5.43,  1.44, 0.529,F5
58100, 7.86,   8.52,  0.71, 0.391,F2IV/V
58101, 8.86,  14.03,  1.17, 0.569,G0
58102, 6.80,   7.18,  0.76, 1.100,K0III
58103, 8.49,   2.70,  1.08, 1.003,G8III
58104, 8.71,   1.58,  1.15, 1.056,G8/K0IV
58105, 7.93,   3.91,  0.96, 1.270,K2IIICN...
58106, 9.29,  14.79,  1.15, 0.792,K0V
58107, 9.57,   8.40,  1.44, 0.755,G8V
58108, 9.36,   4.90,  1.04, 0.481,F6m
58109, 9.49,   2.59,  1.46, 1.220,M0
58110, 8.63,   3.12,  1.23, 0.292,A3
58111, 5.93,   6.84,  0.73, 1.499,K4III
58112, 7.29,   9.81,  0.69, 0.568,G0
58113, 5.53,   5.82,  1.02, 0.116,A3V
58114,11.04,   3.20,  2.38, 0.559,F8
58115, 9.21,   1.89,  1.61, 1.405,K5
58116, 9.50,   6.98,  1.45, 0.644,G5
58117, 8.36,   6.08,  1.10, 1.090,K0
58118, 9.44,   3.89,  1.21, 1.139,K2
58119, 7.57,   2.62,  0.68, 1.734,M3III
58120, 8.30,  11.00,  1.01, 0.404,F3IV
58121, 8.69,   3.24,  1.17, 0.343,A7/A8IVm...
58122, 8.41,   3.92,  1.00, 0.244,A4III
58123,12.01,  42.82,  2.81, 1.477,
58124, 9.21,  13.17,  1.44, 0.703,G5
58125, 7.66,  11.01,  0.89, 0.856,G8IV
58126, 8.65,   6.97,  1.00, 0.649,G0
58127, 9.18,   5.38,  2.50, 1.144,K1III
58128,10.62,   7.87,  1.93, 0.392,F8
58129, 9.36,  10.21,  1.00, 0.496,G
58130, 6.13,   6.73,  0.69, 1.010,K0III
58131, 7.46,  10.54,  1.73, 0.600,K3III
58132, 8.87,   6.28,  1.42, 0.067,A0
58133, 8.59,  21.30,  0.69, 0.705,G5V
58134, 5.83,  10.34,  0.63, 1.101,K1III
58135, 7.82,   4.67,  0.76, 1.147,G8II/III
58136, 9.76,   0.86,  1.12, 1.352,K2
58137, 9.17,   0.45,  0.87, 1.434,K1/K2III:
58138, 6.74,  14.12,  0.82, 0.525,F5
58139,10.16,  10.66,  1.69, 0.588,G3V
58140, 8.04,   9.24,  2.02, 0.528,F7IV
58141, 5.17,  11.42,  0.83,-0.022,A0V
58142, 8.63,  13.65,  1.12, 0.500,F6V
58143, 8.98,   0.99,  1.19, 1.150,K2III
58144, 8.55,   8.38,  1.24, 0.560,F5
58145, 9.64,   7.69,  5.61, 0.580,F8
58146, 6.90,   4.38,  0.83, 1.115,K1III
58147,10.17,   5.07,  1.37, 0.753,G5
58148, 9.28,   1.43,  2.41, 0.555,F8
58149,11.40,  -0.96,  2.86,      ,Gp
58150,11.21,  25.60,  9.96, 1.400,
58151, 9.97,   3.14,  1.41, 0.514,G0
58152, 8.26,   1.41,  0.99,-0.071,B9IIIp...
58153, 9.87,   3.12,  3.08, 0.984,K0
58154, 9.11,  14.20,  1.25, 0.629,G
58155, 7.91,   4.55,  1.07, 1.120,K1III
58156, 8.02,   1.70,  1.22, 1.411,M5
58157,10.59,  -1.14,  1.81, 0.293,A2
58158,10.83,  -0.97,  2.28, 1.075,K0
58159, 7.29,   4.29,  0.87, 1.056,K1III
58160, 8.58,   9.81,  1.35, 0.437,G0
58161, 6.62,   6.69,  1.00, 0.400,F2
58162,10.10,  -0.59,  2.63, 0.430,A2
58163,11.02,  -0.20,  7.48, 1.143,
58164,11.05,  26.28,  2.48, 1.570,M0
58165, 6.79,  18.27,  0.84, 0.382,F2
58166, 8.14,   6.26,  1.00, 0.341,F0IV
58167,10.31,   2.33,  1.20, 0.639,G0
58168, 8.67,   7.41,  1.06, 0.572,F8
58169, 7.04,   4.80,  0.85, 0.981,G9II-III
58170,10.07,   1.64,  1.67, 0.524,F5
58171, 8.81,   2.66,  0.87, 1.269,K0
58172, 8.48,   9.52,  0.98, 0.443,F3V
58173, 6.74,   4.75,  1.12, 1.460,K0
58174, 7.37,   5.03,  0.98, 1.118,K1III
58175, 7.92,   1.92,  1.10, 1.114,K0IV
58176, 8.55,   6.26,  1.23, 0.241,A2
58177, 7.47,   3.03,  0.75, 1.335,M5IIIvar
58178, 9.16,  13.28,  1.36, 0.690,G3IV/V
58179, 8.51,   3.19,  1.00, 0.945,G6/G8III/IV
58180, 8.70,   0.67,  1.31, 1.480,K5
58181,10.06,   7.63,  1.62, 0.529,F5/F6V
58182, 9.55,   1.99,  1.45, 1.086,K0
58183, 9.18,   3.30,  1.17, 1.037,G8III
58184, 6.51,   6.55,  0.61, 1.006,G5
58185, 8.55,   0.48,  1.09, 1.510,K3/K4III:
58186, 9.53,   7.53,  1.44, 0.647,G0
58187, 8.53,   2.79,  1.58, 1.070,K0III
58188, 8.88,   1.76,  1.18, 1.254,K1III
58189, 9.50,  22.18,  1.41, 0.945,K3V
58190, 9.22,   3.50,  1.18, 1.215,K1III/IV
58191, 9.68,   6.93,  1.45, 0.419,F8
58192, 7.80,  28.63,  6.41, 0.670,G3V
58193, 7.83,  34.27,  6.35, 0.640,G3V
58194, 6.26,  18.52,  0.76, 0.407,F3IV-V
58195, 8.37,   4.41,  0.95, 0.264,A3
58196, 9.30,   6.97,  0.98, 0.504,F3V
58197, 9.31,   3.28,  1.36, 1.193,K5
58198, 8.14,   1.38,  0.80, 1.296,K0
58199, 7.90,   3.87,  0.72, 0.059,A0IV
58200, 7.41,  16.43,  0.89, 0.453,F2
58201, 9.09,   8.25,  1.60, 0.700,G5
58202, 7.98,   3.74,  1.06, 1.168,K2III
58203, 7.59,   4.59,  1.02, 1.009,K0
58204, 8.59,   4.24,  1.06, 0.965,K0
58205, 9.95,  11.98,  1.52, 0.700,G5
58206, 7.94,  20.99,  0.85, 0.650,G3V
58207, 8.84,   1.78,  1.32, 1.283,K2III
58208,10.02,  -2.39,  1.77, 1.016,K1III
58209, 8.39,   3.46,  0.98, 1.280,K1III
58210, 8.47,   0.67,  1.04, 1.370,K0
58211, 6.22,   5.33,  0.61, 0.955,G8III
58212, 7.97,   7.93,  1.20, 0.397,F2
58213, 8.54,   6.60,  1.70, 0.565,F8
58214,10.34,   3.29,  1.79, 0.478,F2
58215, 7.13,  18.84,  0.84, 0.503,F5
58216, 6.54,  18.38,  0.79, 0.592,G1/G2V
58217, 8.88,   1.28,  1.02, 0.050,B9V
58218, 7.21,   0.99,  0.64,-0.002,B0.5II
58219, 8.51,   4.36,  1.07, 1.331,K2
58220, 6.73,  20.02,  0.92, 0.486,F5
58221, 8.72,   9.01,  1.34, 0.729,G7III
58222, 8.37,   2.61,  1.63, 0.562,F6/F7V
58223, 8.58,   5.38,  1.31, 1.047,K0III
58224, 6.20,   8.63,  0.74,-0.044,B9.5V
58225, 9.87,   5.25,  1.59, 0.617,G0
58226, 8.98,   3.59,  1.23, 0.960,G8III
58227, 6.52,   7.41,  0.79, 1.072,G8III
58228, 9.17,   6.99,  1.59, 0.581,F5
58229, 7.12,   5.06,  0.88, 1.040,K1III
58230, 7.59,   0.43,  0.69, 0.646,F7Ib-II
58231, 8.95,   1.64,  1.23, 1.603,M0/M1III
58232,10.17,   7.79,  1.45, 0.476,F8
58233, 8.80,   1.25,  1.10, 1.150,K1III
58234, 8.84,   1.91,  1.57, 0.903,G5
58235, 9.43,   9.92,  1.26, 0.585,G2/G3V
58236, 8.83,   2.24,  1.29, 1.020,G9III
58237,11.86,  15.06,  3.31,      ,F5
58238, 8.63,   1.11,  1.13, 1.235,K2III
58239, 6.60,  21.62,  0.83, 0.513,F6V
58240, 7.76,   3.95,  0.88, 1.502,K5III
58241, 9.53,  26.05,  1.34, 1.000,K8
58242, 8.16,  24.54,  1.05, 0.614,G3V
58243, 7.45,   3.41,  0.90, 0.400,B9.5V
58244, 9.41,   1.54,  1.24, 1.070,K1III
58245, 8.93,  37.41,  1.10, 1.024,K3/K4V
58246, 8.60,   1.63,  1.12, 1.197,K1III
58247, 8.87,   0.77,  1.37, 1.513,M2III
58248, 8.26,   8.81,  0.82, 0.511,F5
58249, 8.22,   6.34,  1.02, 0.102,A2V
58250, 7.48,  13.52,  1.74, 0.500,F6V
58251,10.29,   1.18,  1.21, 0.983,G5
58252, 8.99,   5.81,  1.18, 0.410,F8
58253, 6.68,  16.79,  0.74, 0.349,F0V
58254, 8.37,   3.41,  0.91, 0.427,F2
58255, 8.44,  18.47,  1.00, 0.664,G0
58256, 8.15,   4.24,  1.04, 1.220,K2
58257, 9.31,  11.57,  1.29, 0.552,G5
58258, 7.44,   7.73,  0.93, 0.957,G7IV-V
58259, 7.31,   2.28,  0.74, 1.673,K4III
58260,10.09,   7.42,  1.08, 0.574,G0
58261, 9.52,  12.30,  3.00, 0.600,F8
58262, 8.64,   2.57,  1.35, 0.940,G8IIIp
58263, 9.83,   1.93,  1.89, 0.577,F6/F7V
58264, 9.17,   0.89,  1.25, 1.376,K3III
58265, 8.07,  34.39,  1.16, 0.830,G5
58266, 8.28,   3.23,  1.13, 1.048,K0II-IIIw..
58267, 9.05,  21.92,  1.10, 0.802,G8/K0V
58268, 7.26,   8.14,  0.72, 0.076,A0V
58269, 7.01,  18.34,  0.86, 0.423,F3V
58270, 9.24,  11.21,  1.34, 0.668,F8
58271, 9.21,   4.76,  1.33, 0.471,G0
58272, 8.98,   0.56,  1.22, 1.462,K3III
58273,11.81,  38.56,  3.12, 1.460,M2:
58274, 9.73,   1.33,  1.46, 1.063,K7
58275, 8.02,   4.49,  1.59, 0.376,F2
58276, 7.67,   2.78,  0.92, 1.537,K4III
58277, 8.98,   8.84,  1.51, 0.485,F5
58278, 5.59,   5.45,  0.52,-0.152,B3V
58279, 6.80,  10.14,  1.01, 0.392,Am
58280, 8.73,   2.21,  1.10, 1.404,M3III
58281, 7.33,   4.26,  0.88, 1.295,K0
58282, 8.80,   4.25,  0.83, 0.312,F2
58283, 6.58,  17.42,  0.80, 0.568,G0
58284, 8.87,   2.16,  2.57, 0.289,A5m...
58285, 8.00,  15.49,  0.92, 0.531,F8
58286, 6.83,   2.19,  0.63, 1.057,G8III
58287, 9.53,   1.44,  1.15, 0.195,A3IV/V
58288, 7.41,   5.81,  1.02, 1.125,K2
58289, 7.41,   4.67,  0.96, 1.066,K0
58290, 7.85,   1.99,  0.89, 1.492,K2
58291, 8.81,   3.99,  0.82, 1.405,K2/K3III
58292, 9.26,   7.30,  0.85, 0.546,F8
58293, 8.53,   7.26,  1.01, 0.496,F6V
58294, 8.53,   4.17,  1.10, 0.305,A2
58295, 7.64,   6.54,  0.88, 1.018,K0III/IV
58296, 9.10,   0.68,  1.38, 0.983,G9III
58297, 6.99,  98.16,  0.88, 1.128,K4V
58298, 8.71,  11.10,  2.93, 0.486,F5V
58299,10.34,  23.15,  3.47, 1.023,G5
58300, 9.51,   2.69,  3.00, 0.947,G8III
58301, 9.35,   3.63,  0.90, 0.833,G5
58302, 7.48,   0.64,  0.72, 0.509,F2II
58303, 8.45,   6.82,  0.90, 0.641,F2IIIm...
58304,12.97,   2.69,  3.00,      ,
58305, 8.80,   6.65,  0.82, 0.445,F2
58306, 9.25,   5.88,  1.45, 1.089,K0III
58307, 8.44,   6.23,  1.02, 0.308,A7III
58308, 7.25,   2.26,  0.86, 1.119,G8II/III
58309, 8.35,   5.55,  1.20, 0.860,G7IVw...
58310, 6.96,   5.02,  0.64, 1.153,K2
58311, 8.42,   8.74,  1.21, 0.570,G5
58312,12.70,  -2.58, 19.20,      ,Fp
58313, 8.74,  11.52,  0.84, 0.638,G3V
58314, 8.57,   8.43,  1.06, 0.507,F5
58315, 7.09,  18.83,  0.86, 0.478,F5V
58316, 8.27,  12.15,  1.06, 0.572,F8
58317,10.11,   3.82,  1.61, 0.387,F8
58318, 8.18,   9.87,  0.96, 0.558,F8
58319, 7.45,   1.86,  0.69,-0.045,B8II
58320, 6.93,  18.41,  0.89, 0.413,F2
58321, 6.42,  21.09,  0.82, 0.331,A9V
58322, 8.65,   2.90,  1.11, 0.774,G3/G5III
58323,10.07,   0.24,  1.73, 1.022,K0
58324, 9.38,  -0.03,  1.28, 1.669,M0
58325, 9.31,   7.45,  1.27, 0.532,G0
58326, 8.70,  38.44,  1.06, 0.985,K3V
58327, 7.38,   7.60,  0.96, 0.977,K0
58328, 6.70,   3.00,  0.92, 1.618,M4III:
58329,10.09,   5.12,  1.87, 0.552,G0
58330,10.10,  -0.93,  1.45, 0.530,F5
58331, 5.44,   5.15,  0.69,-0.062,B8III
58332, 6.76,  27.86,  0.82, 0.527,G0V
58333, 8.23,   7.11,  1.45, 0.364,A8IV
58334, 8.92,   9.89,  1.25, 0.483,F8
58335, 8.21,   3.89,  1.03, 0.940,K0
58336, 8.44,  15.62,  1.56, 0.575,F8V
58337, 9.58,   6.85,  1.27, 0.466,F5
58338, 8.91,   0.11,  1.33, 0.870,G5III
58339, 9.22,  15.24,  1.36, 0.619,G2V
58340, 6.77,  11.58,  0.85, 0.963,K1III
58341, 6.74,   6.70,  0.64, 1.054,K0III
58342, 9.79,   5.21,  1.31, 0.640,G5
58343, 7.35,   0.62,  0.68, 0.022,A0II
58344, 8.98,   5.22,  1.25, 0.481,F8
58345, 8.59,  12.78,  1.06, 0.456,F5
58346, 7.78,   4.36,  0.91, 1.311,K1/K2III
58347, 9.15,  11.94,  1.22, 0.747,G3/G5V
58348, 8.46,   6.49,  1.02, 0.081,A3V
58349, 9.47,  25.76,  1.27, 0.919,K2V
58350, 8.58,   1.93,  2.50, 0.007,B9V
58351,10.61,  11.64,  1.30,      ,Kp
58352, 7.89,   3.27,  1.01, 1.066,K1III
58353, 8.91,  31.35,  1.05, 0.780,K1V
58354, 7.01,   3.21,  0.65,-0.030,B5Vsh
58355, 8.41,   4.00,  1.12, 0.996,K2
58356,10.41,   7.57,  1.63, 0.567,G3/G5V
58357, 8.77,  13.53,  1.29, 0.541,G0
58358, 6.93,  16.51,  0.87, 0.413,F2
58359, 8.65,   4.91,  1.06, 0.398,F0
58360, 7.58,  12.43,  0.84, 0.437,F3V
58361, 7.88,   3.88,  1.00, 0.569,F5III/IV
58362, 6.73,   9.46,  0.52, 0.214,A7V
58363, 9.57,   1.46,  1.16, 0.100,A0V
58364,11.03,  22.01,  6.23, 1.340,M:
58365, 8.21,   3.13,  1.02, 1.370,K3III
58366,11.01,   1.26,  2.09, 0.599,Gp
58367, 8.71,   3.94,  1.13, 0.475,F3/F5IV/V
58368, 7.48,   8.64,  0.88, 0.226,A7V
58369,10.10,   2.84,  1.87, 0.673,G0
58370, 9.42,   5.78,  1.33, 0.537,F8
58371, 8.19,   4.27,  1.01, 1.047,K0
58372, 8.63,   7.01,  1.10, 0.798,G5
58373, 9.76,   7.13,  1.29, 0.627,G5
58374, 7.84,   7.83,  0.98, 1.034,K2III
58375, 8.74,  10.01,  1.45, 0.624,G0V
58376, 7.99,   8.11,  0.88, 0.456,F2/F3V
58377, 9.66,   6.35,  1.40, 0.830,G5
58378, 8.44,   8.00,  1.02, 0.489,F5
58379, 5.59,   1.15,  0.54, 0.174,A3Ib
58380, 9.00,   0.70,  1.39, 1.260,K2III
58381, 8.91,   1.11,  0.97, 1.363,K2
58382, 9.33,   4.78,  1.12, 0.802,G5IV
58383,10.83,   3.35,  2.22, 0.406,F0
58384, 8.88,   0.56,  0.96, 0.230,A3V
58385, 8.79,   2.23,  0.94, 0.100,A0IV
58386,10.54,  -5.65,  1.81, 1.555,M0
58387, 9.09,   7.63,  1.17, 0.357,F2V
58388, 6.42,   3.66,  0.71, 0.038,A1IV/V
58389, 8.27,   4.48,  1.17, 1.357,K5
58390, 8.83,   1.30,  1.37, 1.470,K5
58391,10.69,   0.73,  1.28,-0.077,B0III
58392, 8.08,   5.17,  0.98, 0.438,F2
58393, 7.73,   3.32,  0.72, 1.400,K2III
58394, 9.01,  12.71,  1.23, 0.581,G5
58395, 8.94,   3.08,  1.37, 1.140,K0
58396, 7.73,   4.87,  0.86, 1.139,K0III
58397, 6.18,   5.46,  0.87, 1.257,K2IV
58398, 8.60,   3.67,  1.25, 0.174,A0IV/V
58399,10.52,   5.36,  1.97, 0.518,G0
58400, 9.44,   7.97,  1.50, 0.659,G5
58401,10.76,   8.94,  2.10, 0.591,G0
58402, 6.49,   3.79,  0.93, 1.450,K2
58403, 7.92,  48.04,  1.03, 0.974,K2V
58404, 6.36,   6.69,  0.73,-0.081,B8/B9V
58405, 6.04,   3.84,  0.71, 1.277,K1/K2II
58406, 8.39,   8.75,  1.05, 0.639,G0V
58407,11.11,   1.50,  2.85, 0.355,F0
58408, 8.39,   5.83,  2.03,      ,F5:
58409, 7.49,   0.72,  0.91, 1.628,M...
58410, 7.58,   7.30,  0.68, 0.191,A3
58411,10.62,   0.82,  1.93, 1.060,G5
58412, 5.95,   4.86,  0.80, 1.153,K1III
58413, 9.25,   2.13,  1.33, 0.451,F2
58414, 8.81,   5.24,  1.10, 0.269,A5
58415, 6.83,   4.01,  0.85, 1.601,K5/M0III
58416, 9.41,  -0.67,  1.47, 1.040,K0
58417, 6.77,  10.34,  0.74, 0.173,A2V
58418, 6.82,   3.72,  0.95, 1.457,K0
58419, 9.51,   2.98,  1.45, 0.328,F0
58420, 8.57,   3.43,  1.00, 1.391,K2III
58421, 6.34,  -0.36,  0.55, 0.317,A9Ib-II
58422, 8.45,   9.84,  1.03, 0.552,F5
58423, 9.23,  10.63,  1.92, 0.468,F8
58424, 9.34,   1.23,  1.24, 1.027,K0
58425, 8.45,   0.27,  1.12, 1.184,K0
58426, 8.31,   2.38,  1.03, 1.523,K4/K5III
58427, 7.39,   2.10,  0.85,-0.050,B9III
58428, 8.92,   6.05,  1.01, 0.370,F0IV
58429, 7.23,   2.39,  0.83, 1.058,K0III
58430, 9.80,   2.89,  2.02, 0.424,G
58431, 9.26,   2.69,  1.60, 0.477,G0
58432, 7.14,   3.47,  0.93, 0.968,K0
58433, 9.46,   3.07,  1.37, 1.640,K5/M0
58434, 6.65,  10.39,  0.79, 0.558,F7V
58435, 8.33,  12.96,  0.81, 0.469,F5
58436, 4.88,   8.95,  0.58,-0.054,B9Vn
58437,10.14,   3.44,  1.48, 0.470,F2
58438, 8.40,   2.59,  1.11, 1.140,K1III
58439, 8.47,   1.17,  0.99, 1.471,K3III
58440, 7.79,   0.64,  0.73, 0.116,B9II
58441, 9.88,   2.66,  1.42, 0.760,G6III
58442,11.15,  10.82,  1.72, 1.208,Kp
58443, 8.41,   1.07,  1.21, 1.481,K5
58444,10.20,   8.46,  1.75, 0.495,F8
58445, 9.28,   6.08,  1.31, 0.682,G5V
58446, 9.13,   2.22,  1.14, 1.100,G8III
58447, 7.72,   3.68,  0.63, 0.584,F8
58448, 8.58,   3.56,  1.85, 0.540,F8
58449, 9.40,  10.59,  1.97, 0.722,G0
58450, 7.60,   0.33,  0.74, 1.816,K4/K5Ib:
58451, 8.05,   4.14,  0.68,-0.020,B8V
58452, 9.77,   1.01,  1.37, 1.010,G9III
58453, 8.48,  11.14,  0.96, 0.879,G5
58454, 9.23,   5.30,  2.43, 0.526,G0
58455, 8.84,   8.23,  1.01, 0.414,F2
58456, 8.80,   3.12,  0.94, 0.106,B8/B9IV/V
58457,10.15,  -0.75,  1.58, 0.395,F2
58458, 8.63,   6.68,  1.03, 0.348,A5
58459, 8.72,  15.37,  1.22, 0.639,K0/K1III+..
58460, 7.70,   0.90,  0.91,-0.110,B1III
58461, 5.36,  11.80,  0.75,-0.001,A1V
58462, 9.45,  -0.35,  3.37, 0.354,F2
58463, 9.44,   5.92,  1.46, 0.448,G0
58464, 6.49,   8.71,  0.74, 0.243,A9III
58465, 8.89,   0.77,  1.22, 2.210,C+
58466, 8.80,   0.41,  1.12, 0.798,G5IIIm
58467,10.78,  20.12,  1.90, 1.170,K7V
58468, 8.52,   0.31,  1.06, 1.130,K0III
58469, 8.38,  11.59,  1.09, 0.647,G3V
58470, 8.11,   5.01,  1.41, 1.041,K0III
58471, 6.94,   2.04,  0.87, 1.570,M4III
58472, 6.58,   8.61,  0.53, 0.241,B/Ape
58473, 8.88,   5.78,  1.48, 1.100,K
58474, 8.53,   2.23,  0.92, 0.262,G5
58475, 8.53,  11.74,  1.12, 0.561,G0V
58476, 9.29,   8.59,  2.57, 0.716,G5
58477, 8.44,   8.74,  0.83, 0.231,A
58478, 8.27,  11.01,  0.93, 0.418,F3V
58479, 7.85,   8.07,  0.93, 0.547,F8IV
58480, 8.54,  11.17,  1.13, 0.484,F5V
58481, 8.30,   8.94,  1.08, 0.491,F5
58482, 7.49,   5.47,  0.95, 0.110,Am
58483, 8.07,   3.79,  1.37, 0.135,A2
58484,10.35,   3.62,  1.76, 0.586,G2/G3V
58485,10.30,   4.76,  1.54, 0.526,F8
58486, 7.98,   6.36,  1.01, 0.947,G8/K0III
58487, 8.40,  27.81,  1.05, 0.759,G5
58488, 9.42,   2.00,  1.01, 0.144,B9IV/V
58489, 8.56,   7.48,  1.29, 0.472,G0
58490, 8.76,   4.32,  1.17, 1.101,K1III
58491, 8.26,   3.69,  0.97, 0.906,G8III
58492,10.12,   4.89,  1.77, 0.530,G0
58493, 8.29,   3.29,  1.16, 1.270,K2IV
58494, 7.30,   3.05,  0.78, 1.208,K1III
58495, 8.54,   6.59,  0.99, 0.851,K1IV
58496, 7.96,   1.36,  1.14,-0.026,B8/B9III
58497, 6.21,   3.98,  0.53, 1.610,M2III
58498,11.55,  14.36,  2.95, 1.323,K3
58499, 8.45,   7.64,  1.07, 0.360,F0V
58500, 7.41,   4.11,  0.79, 0.288,Fm...
58501, 8.96,   4.14,  1.08, 1.341,K3III
58502, 7.95,   6.46,  1.07, 0.990,K0III
58503, 7.84,  13.21,  1.80, 0.307,A9IV
58504, 7.57,   5.70,  0.88, 0.073,A2V
58505, 9.41,   5.21,  1.30, 0.492,F5V
58506, 9.88,   1.46,  1.58, 1.190,K0III
58507, 8.70,   7.06,  1.11, 0.520,G0
58508, 8.86,   2.79,  1.07, 0.254,A3V
58509,11.66,  14.58,  2.71, 1.223,
58510, 8.23,  23.36,  1.09, 0.753,G5
58511, 8.20,   1.69,  1.68, 0.202,A0/2V + A9:
58512, 9.18,  28.73,  1.41, 0.928,K0
58513, 9.43,   3.33,  1.24, 0.364,G5
58514, 8.54,   5.26,  1.07, 0.204,A3IV
58515, 9.67,   0.19,  1.32, 0.112,B9.5V:
58516, 8.16,   3.74,  0.98, 1.590,M...
58517, 8.31,   1.85,  0.92, 1.056,G6II/III
58518, 7.98,   5.13,  1.14, 1.311,K3III
58519, 7.42,   5.12,  0.65, 0.367,F0
58520, 7.84,   5.03,  1.36, 1.030,K0
58521, 9.12,   5.33,  1.29, 0.346,F0
58522, 8.54,   0.94,  1.13, 1.147,K0III
58523, 8.02,   3.61,  1.07, 1.489,K4III
58524, 8.06,  15.90,  0.91, 0.529,F8
58525, 9.19,   6.71,  1.21, 0.532,F8
58526, 6.28,   6.13,  0.81, 1.220,K2III
58527, 9.48,   6.23,  1.32, 0.358,F0
58528, 5.54,  77.48,  0.80, 0.760,K0IV
58529, 7.96,  10.83,  2.30, 0.602,G0
58530, 8.36,  14.26,  2.03, 0.590,F8
58531, 7.86,   3.09,  0.99, 1.193,K1/K2III
58532, 8.28,   8.29,  0.94, 0.434,F3V
58533,12.50,  -0.61,  9.54,      ,Fp
58534, 8.12,  15.20,  1.08, 0.523,F6V
58535, 8.98,   2.54,  2.03, 1.000,G8III
58536, 7.89,   2.14,  0.89,-0.030,B7/B8II
58537, 7.46,   8.36,  0.98, 0.438,F2
